d_pres_fav,r_pres_fav,vt_pres_2,vt_pres_4,vt_sen,vt_gov,likely,scale,partyid,sample,phoneuse,gender,educ,hisp,cuban,race,age,racer,turnout_score,turnout_class,region,rvweight,likelyyn,lvweight,file_race,file_party,file_county,file_age,state,poll,poll_id,file_vt16,file_vt14,file_vt12
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,High school,No,,Caucasian/White,87,Caucasian/White,0.871841,High,West,1.13028168678284,,1.05785380143464,White,Democratic,Westmoreland,87,Pennsylvania,October,Pennsylvania October,1,0,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Very likely,Ten (definitely will vote),Republican,Landline,Landline only,Female,High school,No,,Caucasian/White,69,Caucasian/White,0.675523,Middle,West,1.57274198532104,,1.31758268473554,Other,Democratic,Washington,69,Pennsylvania,October,Pennsylvania October,1,0,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Independent (No party),Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,40,Caucasian/White,0.714565,Middle,West,1.1136736869812,,0.954732962559461,White,Other,Westmoreland,40,Pennsylvania,October,Pennsylvania October,1,0,0
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican",[DO NOT READ] Don't know/No opinion,,[DO NOT READ] Don't know/Refused,Ten (definitely will vote),Republican,Cell,Cell Phone only,Female,High school,No,,Caucasian/White,70,Caucasian/White,0.389186,Low,Philadelphia,0.625908434391022,,0.121797399973452,Hispanic,Republican,Philadelphia,70,Pennsylvania,October,Pennsylvania October,0,0,0
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline only,Female,High school,No,,Caucasian/White,67,Caucasian/White,0.990958,High,Southeast,1.12565398216248,,1.12056490050912,White,Republican,York,67,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline only,Female,High school,No,,Caucasian/White,72,Caucasian/White,0.975819,High,West,1.13028168678284,,1.11661601604879,White,Democratic,Allegheny,72,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,Graduate or Professional degree,No,,Caucasian/White,0,Caucasian/White,0.988036,High,West,1.03529047966003,,1.02909737201071,White,Democratic,Allegheny,63,Pennsylvania,October,Pennsylvania October,1,1,1
[DO NOT READ] Don't know/No opinion,[DO NOT READ] Don't know/No opinion,[DO NOT READ] Don't know/No opinion,[DO NOT READ] Don't know/No opinion,"Pat Toomey, the Republican",,Very likely,Nine,Republican,Landline,Landline and Cell Phone,Female,Graduate or Professional degree,No,,Caucasian/White,57,Caucasian/White,0.538426,Middle,Southeast,1.03490841388702,,0.796065005771279,White,Republican,Cumberland,57,Pennsylvania,October,Pennsylvania October,1,0,0
Favorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,High school,No,,Caucasian/White,71,Caucasian/White,0.955922,High,West,1.15456998348236,,1.12912441561639,Unknown,Republican,Venango,71,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,High school,No,,Caucasian/White,76,Caucasian/White,0.980702,High,West,1.13028168678284,,1.11937559878707,White,Democratic,Fayette,76,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline only,Female,Graduate or Professional degree,No,,Caucasian/White,0,Caucasian/White,0.978404,High,Southeast,1.56046462059021,,1.54361472361708,Other,Republican,Lehigh,82,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,Bachelors' degree,No,,Caucasian/White,48,Caucasian/White,0.958978,High,Southeast,1.03105163574219,,1.00990373564148,White,Republican,Adams,48,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,High school,No,,Caucasian/White,57,Caucasian/White,0.988784,High,Northeast,0.968570291996002,,0.963138549798489,Unknown,Republican,Luzerne,57,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,38,Caucasian/White,0.989064,High,Northeast,1.02257645130157,,1.01698500326586,White,Republican,Tioga,38,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican",[DO NOT READ] Don't know/No opinion,,Very likely,Ten (definitely will vote),Independent (No party),Cell,Cell Phone only,Female,Some college or trade school,No,,Caucasian/White,64,Caucasian/White,0.983382,High,West,1.02006375789642,,1.01158804813206,White,Republican,Washington,64,Pennsylvania,October,Pennsylvania October,1,0,0
Unfavorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,Graduate or Professional degree,No,,Caucasian/White,55,Caucasian/White,0.845053,Middle,Philadelphia Suburbs,1.16946244239807,,1.07886009386694,White,Republican,Delaware,55,Pennsylvania,October,Pennsylvania October,1,0,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Independent (No party),Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,20,Caucasian/White,0.462207,Low,Southeast,0.853215217590332,,0.623788631833553,White,Other,Schuylkill,20,Pennsylvania,October,Pennsylvania October,0,0,0
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican",[DO NOT READ] Don't know/No opinion,,Almost certain,Ten (definitely will vote),Independent (No party),Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,56,Caucasian/White,0.503177,Middle,Southeast,1.02844142913818,,0.772964751063824,White,Other,Northampton,56,Pennsylvania,October,Pennsylvania October,1,0,0
Unfavorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Very likely,Nine,Democrat,Cell,Cell Phone only,Female,Some college or trade school,No,,Caucasian/White,20,Caucasian/White,0.493165,Low,Philadelphia,0.503433108329773,,0.375854348599613,White,Democratic,Philadelphia,20,Pennsylvania,October,Pennsylvania October,1,0,0
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,66,Caucasian/White,0.987325,High,Philadelphia,0.660035014152527,,0.655852042250335,White,Democratic,Philadelphia,66,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Nine,Independent (No party),Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,67,Caucasian/White,0.644705,Middle,Southeast,1.12280511856079,,0.923341596261263,White,Other,Northampton,67,Pennsylvania,October,Pennsylvania October,1,0,1
Unfavorable,Unfavorable,"Hillary Clinton, the Democrat","Jill Stein, the Green Party candidate",[DO NOT READ] Don't know/No opinion,,Somewhat likely,Five,Independent (No party),Landline,Landline only,Female,Bachelors' degree,No,,Caucasian/White,42,Caucasian/White,0.291749,Low,West,1.00517570972443,,0.146629504068196,White,Democratic,Westmoreland,42,Pennsylvania,October,Pennsylvania October,0,0,0
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Independent (No party),Cell,Cell Phone only,Female,Some college or trade school,No,,Caucasian/White,40,Caucasian/White,0.320807,Low,Central,0.893668055534363,,0.590181511713088,White,Democratic,Indiana,40,Pennsylvania,October,Pennsylvania October,1,0,0
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,68,Caucasian/White,0.746365,Middle,Southeast,1.17137110233307,,1.02282074756294,Unknown,Republican,Lehigh,68,Pennsylvania,October,Pennsylvania October,1,0,0
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,58,Caucasian/White,0.785447,Middle,West,1.02387869358063,,0.914040570908725,White,Republican,Washington,58,Pennsylvania,October,Pennsylvania October,0,0,1
Unfavorable,Unfavorable,[DO NOT READ] Don't know/No opinion,[DO NOT READ] Don't know/No opinion,[DO NOT READ] Don't know/No opinion,,Almost certain,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,High school,No,,Caucasian/White,68,Caucasian/White,0.94862,High,West,1.13028168678284,,1.10124475024939,White,Democratic,Allegheny,68,Pennsylvania,October,Pennsylvania October,1,0,0
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,Graduate or Professional degree,No,,Caucasian/White,62,Caucasian/White,0.989796,High,Philadelphia Suburbs,1.16510462760925,,1.15916026379919,White,Republican,Montgomery,62,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Jill Stein, the Green Party candidate","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,47,Caucasian/White,0.988015,High,West,1.03529047966003,,1.02908650146067,White,Democratic,Westmoreland,47,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,Bachelors' degree,No,,Caucasian/White,61,Caucasian/White,0.929323,High,West,1.43519246578217,,1.38447491683012,Other,Democratic,Allegheny,61,Pennsylvania,October,Pennsylvania October,0,0,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline only,Female,Bachelors' degree,No,,Caucasian/White,81,Caucasian/White,0.986434,High,Southeast,1.12565398216248,,1.11801867120147,White,Republican,Lancaster,81,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,63,Caucasian/White,0.99048,High,West,1.03529047966003,,1.03036249697685,White,Democratic,Allegheny,63,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,52,Caucasian/White,0.443612,Low,Southeast,0.914592266082764,,0.660158185212135,White,Republican,York,52,Pennsylvania,October,Pennsylvania October,1,0,0
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Very likely,Ten (definitely will vote),Democrat,Cell,Cell Phone only,Female,Bachelors' degree,No,,Caucasian/White,26,Caucasian/White,0.908024,High,Philadelphia,0.567534625530243,,0.541434843171358,White,Democratic,Philadelphia,26,Pennsylvania,October,Pennsylvania October,1,0,0
Unfavorable,Unfavorable,[DO NOT READ] Don't know/No opinion,[DO NOT READ] Don't know/No opinion,"Katie McGinty, the Democrat",,Not very likely,Three,Republican,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,43,Caucasian/White,0.26678,Low,West,0.984208941459656,,0.131283630701303,White,Other,Armstrong,43,Pennsylvania,October,Pennsylvania October,0,0,0
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,High school,No,,Caucasian/White,74,Caucasian/White,0.988509,High,Southeast,1.16700565814972,,1.16030062714082,Unknown,Republican,Schuylkill,73,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Very likely,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,64,Caucasian/White,0.983021,High,Southeast,1.03105163574219,,1.02229852288055,White,Republican,Schuylkill,64,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Cell,Cell Phone only,Female,Graduate or Professional degree,Yes,,Caucasian/White,38,Hispanic/Latino,0.983041,High,West,1.21140444278717,,1.20113233881456,Hispanic,Republican,Allegheny,38,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,Graduate or Professional degree,No,,Caucasian/White,58,Caucasian/White,0.99048,High,West,1.03529047966003,,1.03036249697685,White,Democratic,Erie,58,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,High school,No,,Caucasian/White,64,Caucasian/White,0.989625,High,Southeast,1.03105163574219,,1.02570305538177,White,Republican,Adams,64,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Unfavorable,[DO NOT READ] Don't know/No opinion,"Gary Johnson, the Libertarian","Pat Toomey, the Republican",,Not at all likely,Two,Republican,Cell,Cell Phone only,Female,Some college or trade school,No,,Caucasian/White,22,Caucasian/White,0.532551,Middle,Philadelphia,0.56127917766571,,0.149454893672526,White,Republican,Philadelphia,22,Pennsylvania,October,Pennsylvania October,0,0,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Cell,Cell Phone only,Female,Bachelors' degree,No,,Caucasian/White,56,Caucasian/White,0.983021,High,Central,0.940216422080994,,0.932234454765737,Unknown,Republican,Cambria,56,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Not very likely,One (definitely will NOT vote),Democrat,Landline,Landline only,Female,High school,No,,Caucasian/White,0,Caucasian/White,0.268633,Low,Philadelphia,0.536278247833252,,0.072031017275095,White,Democratic,Philadelphia,48,Pennsylvania,October,Pennsylvania October,0,0,0
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Cell,Cell Phone only,Female,Some college or trade school,No,,Caucasian/White,18,Caucasian/White,0.729172,Middle,Southeast,0.971523821353912,,0.839965894609094,White,Republican,Cumberland,18,Pennsylvania,October,Pennsylvania October,1,0,0
[DO NOT READ] Don't know/No opinion,Unfavorable,[DO NOT READ] Someone else (specify),[DO NOT READ] Someone else (specify),"Pat Toomey, the Republican",,Not very likely,[DO NOT READ] Don't know/No opinion,Republican,Landline,Landline only,Female,Bachelors' degree,No,,Caucasian/White,90,Caucasian/White,0.90958,High,Southeast,1.12565398216248,,0.511936174547672,White,Republican,Cumberland,90,Pennsylvania,October,Pennsylvania October,0,1,1
Unfavorable,Unfavorable,[DO NOT READ] Won't vote,"Jill Stein, the Green Party candidate","Katie McGinty, the Democrat",,Almost certain,Nine,or as a member of another political party,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,23,Caucasian/White,0.783286,Middle,Southeast,1.00091874599457,,0.892462193434834,Unknown,Other,Cumberland,23,Pennsylvania,October,Pennsylvania October,1,0,0
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline only,Female,Some college or trade school,No,,Caucasian/White,89,Caucasian/White,0.96685,High,Southeast,1.14245700836182,,1.12352078344822,White,Democratic,Dauphin,89,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,Grade school,No,,Caucasian/White,18,Caucasian/White,0.699785,Middle,Central,0.899158477783203,,0.764188046579361,Unknown,Democratic,Cambria,18,Pennsylvania,October,Pennsylvania October,1,0,0
Unfavorable,Unfavorable,[DO NOT READ] Won't vote,[DO NOT READ] Won't vote,[DO NOT READ] Won't vote,,Not at all likely,One (definitely will NOT vote),Independent (No party),Landline,Landline and Cell Phone,Female,High school,No,,Caucasian/White,60,Caucasian/White,0.743976,Middle,Southeast,1.07292497158051,,0.399115214328289,Unknown,Republican,York,60,Pennsylvania,October,Pennsylvania October,0,0,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Independent (No party),Landline,Landline and Cell Phone,Female,Graduate or Professional degree,No,,Caucasian/White,65,Caucasian/White,0.987325,High,Southeast,1.14245700836182,,1.13521668707132,White,Democratic,Dauphin,65,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Nine,Democrat,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,51,Caucasian/White,0.697984,Middle,Northeast,0.951742470264435,,0.808021743314743,White,Democratic,Columbia,51,Pennsylvania,October,Pennsylvania October,1,0,1
