d_pres_fav,r_pres_fav,vt_pres_2,vt_pres_4,vt_sen,vt_gov,likely,scale,partyid,sample,phoneuse,gender,educ,hisp,cuban,race,age,racer,turnout_score,turnout_class,region,rvweight,likelyyn,lvweight,file_race,file_party,file_county,file_age,state,poll,poll_id,file_vt16,file_vt14,file_vt12
Unfavorable,Unfavorable,"Donald Trump, the Republican","Donald Trump, the Republican","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,85,Caucasian/White,0.965382,High,West,1.13028168678284,,1.11071764106631,White,Democratic,Allegheny,85,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Cell,Landline and Cell Phone,Female,High school,No,,Caucasian/White,70,Caucasian/White,0.989743,High,Northeast,1.03519904613495,,1.02989002782685,White,Democratic,Columbia,70,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Unfavorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Very likely,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,66,Caucasian/White,0.955922,High,Philadelphia Suburbs,1.27201080322266,,1.24397695713043,White,Republican,Montgomery,66,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican",[DO NOT READ] Don't know/No opinion,,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/No opinion,Democrat,Landline,Landline only,Female,High school,No,,Caucasian/White,80,Caucasian/White,0.5968,Middle,Northeast,1.07724094390869,,0.321448697662354,Unknown,Democratic,Tioga,80,Pennsylvania,October,Pennsylvania October,0,0,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Cell,Cell Phone only,Female,High school,No,,Caucasian/White,60,Caucasian/White,0.929392,High,West,1.02006375789642,,0.984051426987648,White,Republican,Erie,60,Pennsylvania,October,Pennsylvania October,1,0,0
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Cell,Cell Phone only,Female,Some college or trade school,No,,Caucasian/White,25,Caucasian/White,0.956013,High,West,0.971885204315186,,0.950510047074079,White,Democratic,Allegheny,25,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Cell,Landline and Cell Phone,Female,High school,No,,Caucasian/White,59,Caucasian/White,0.990926,High,Northeast,0.934250891208649,,0.930012194915235,White,Republican,Columbia,59,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,[DO NOT READ] Don't know/Refused,Six,Independent (No party),Cell,Cell Phone only,Female,Graduate or Professional degree,No,,Caucasian/White,36,Caucasian/White,0.352661,Low,West,1.02035868167877,,0.179920356519759,Unknown,Other,Allegheny,36,Pennsylvania,October,Pennsylvania October,0,0,0
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline only,Female,High school,No,,Caucasian/White,74,Caucasian/White,0.518898,Middle,Southeast,1.14672982692719,,0.870882820330024,White,Democratic,York,74,Pennsylvania,October,Pennsylvania October,1,0,1
Favorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Very likely,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,High school,No,,Caucasian/White,79,Caucasian/White,0.986187,High,Central,0.99011647701263406,,0.983278237564147,White,Republican,Franklin,79,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,Graduate or Professional degree,No,,Caucasian/White,82,Caucasian/White,0.982723,High,Southeast,1.14245700836182,,1.13258789349508,White,Democratic,Berks,82,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Unfavorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Independent (No party),Landline,Landline and Cell Phone,Female,Graduate or Professional degree,No,,Caucasian/White,71,Caucasian/White,0.985804,High,Southeast,1.12565398216248,,1.11766409019709,White,Republican,Cumberland,71,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican",[DO NOT READ] Don't know/No opinion,,Very likely,One (definitely will NOT vote),Republican,Landline,Landline only,Female,High school,No,,Caucasian/White,77,Caucasian/White,0.409617,Low,Central,0.891392767429352,,0.182564815608054,White,Democratic,Franklin,77,Pennsylvania,October,Pennsylvania October,0,0,0
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,41,Caucasian/White,0.721595,Middle,Central,1.01122689247131,,0.870461580972075,White,Democratic,Clearfield,41,Pennsylvania,October,Pennsylvania October,1,0,1
Unfavorable,Unfavorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Cell,Cell Phone only,Female,Bachelors' degree,No,,Caucasian/White,26,Caucasian/White,0.59373,Middle,Southeast,0.971523821353912,,0.774173329903185,White,Republican,Berks,26,Pennsylvania,October,Pennsylvania October,1,0,0
Unfavorable,Unfavorable,"Hillary Clinton, the Democrat","Jill Stein, the Green Party candidate","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Independent (No party),Landline,Landline and Cell Phone,Female,Bachelors' degree,No,,Caucasian/White,54,Caucasian/White,0.877476,High,Philadelphia Suburbs,1.1578254699707,,1.08689476602936,White,Other,Bucks,54,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Unfavorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline only,Female,Graduate or Professional degree,No,,Caucasian/White,60,Caucasian/White,0.966083,High,Northeast,0.934250891208649,,0.918407397470087,White,Republican,Lycoming,60,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,Bachelors' degree,No,,Caucasian/White,64,Caucasian/White,0.989796,High,Philadelphia Suburbs,1.16510462760925,,1.15916026379919,White,Republican,Chester,64,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline only,Female,Some college or trade school,No,,Caucasian/White,34,Caucasian/White,0.657403,Middle,Southeast,1.14965510368347,,0.952720908905148,White,Democratic,Dauphin,34,Pennsylvania,October,Pennsylvania October,1,0,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Independent (No party),Landline,Landline only,Female,High school,No,,Caucasian/White,60,Caucasian/White,0.768007,Middle,Central,0.904606103897095,,0.799674961966395,White,Other,Warren,60,Pennsylvania,October,Pennsylvania October,1,0,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,Bachelors' degree,No,,Caucasian/White,70,Caucasian/White,0.943286,High,Philadelphia,0.650326311588287,,0.631885008370578,White,Republican,Philadelphia,70,Pennsylvania,October,Pennsylvania October,1,0,0
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Very likely,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,79,Caucasian/White,0.290873,Low,West,1.00261807441711,,0.647126300788522,White,Democratic,Allegheny,79,Pennsylvania,October,Pennsylvania October,1,0,0
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,76,Caucasian/White,0.986187,High,Philadelphia Suburbs,1.27201080322266,,1.2632256606102,White,Republican,Delaware,76,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,Graduate or Professional degree,No,,Caucasian/White,70,Caucasian/White,0.989571,High,West,1.13028168678284,,1.12438783292711,White,Democratic,Crawford,70,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Independent (No party),Cell,Cell Phone only,Female,Bachelors' degree,No,,Caucasian/White,34,Caucasian/White,0.847675,Middle,Philadelphia,0.650337100028992,,0.600805800648034,White,Other,Philadelphia,34,Pennsylvania,October,Pennsylvania October,1,1,1
[DO NOT READ] Don't know/No opinion,[DO NOT READ] Don't know/No opinion,[DO NOT READ] Don't know/No opinion,[DO NOT READ] Don't know/No opinion,[DO NOT READ] Don't know/No opinion,,Not very likely,Five,Democrat,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,62,Caucasian/White,0.952927,High,West,1.03529047966003,,0.493278125455499,White,Democratic,Butler,62,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Independent (No party),Landline,Landline and Cell Phone,Female,High school,No,,Caucasian/White,83,Caucasian/White,0.903541,High,Southeast,1.11862134933472,,1.06467080096698,White,Other,Lebanon,83,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline only,Female,High school,No,,Caucasian/White,73,Caucasian/White,0.225448,Low,West,1.00261807441711,,0.614328157029152,White,Democratic,Allegheny,73,Pennsylvania,October,Pennsylvania October,1,0,0
Unfavorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline only,Female,High school,No,,Caucasian/White,0,Caucasian/White,0.98823,High,Northeast,0.948197305202484,,0.942617164061368,White,Democratic,Luzerne,49,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,Graduate or Professional degree,No,,Caucasian/White,63,Caucasian/White,0.913898,High,Northeast,0.948197305202484,,0.907376463016212,White,Democratic,Pike,63,Pennsylvania,October,Pennsylvania October,1,0,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,Graduate or Professional degree,No,,Caucasian/White,58,Caucasian/White,0.99048,High,Philadelphia Suburbs,1.18249619007111,,1.17686750820637,White,Democratic,Montgomery,58,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat",[DO NOT READ] Don't know/No opinion,,Very likely,Ten (definitely will vote),Democrat,Landline,Landline only,Female,Bachelors' degree,No,,Caucasian/White,76,Caucasian/White,0.979834,High,West,1.13028168678284,,1.11888505653501,White,Democratic,Erie,76,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,High school,No,,Caucasian/White,83,Caucasian/White,0.984103,High,Central,1.00489497184753,,0.996907564163804,White,Democratic,Clearfield,83,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican",[DO NOT READ] Don't know/No opinion,,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,High school,No,,Caucasian/White,74,Caucasian/White,0.947235,High,Southeast,1.14245700836182,,1.11231613633871,White,Democratic,Lancaster,74,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Cell,Cell Phone only,Female,Graduate or Professional degree,No,,Caucasian/White,36,Caucasian/White,0.988592,High,Philadelphia Suburbs,1.27525722980499,,1.26798316256619,White,Republican,Delaware,36,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Unfavorable,"Donald Trump, the Republican","Gary Johnson, the Libertarian","Pat Toomey, the Republican",,Very likely,Seven,Democrat,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,20,Caucasian/White,0.493165,Low,Central,0.766471564769745,,0.188998474619836,White,Democratic,Cambria,20,Pennsylvania,October,Pennsylvania October,0,0,0
Unfavorable,Unfavorable,[DO NOT READ] Won't vote,"Jill Stein, the Green Party candidate","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,Bachelors' degree,No,,Caucasian/White,56,Caucasian/White,0.989625,High,West,1.02006375789642,,1.01477217715234,White,Republican,Beaver,55,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat",[DO NOT READ] Don't know/No opinion,,Almost certain,Eight,Independent (No party),Landline,Landline only,Female,Some college or trade school,No,,Caucasian/White,62,Caucasian/White,0.31957,Low,Northeast,0.828728139400482,,0.132418325754106,White,Republican,Lycoming,62,Pennsylvania,October,Pennsylvania October,0,0,0
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Very likely,Ten (definitely will vote),Republican,Cell,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,62,Caucasian/White,0.989796,High,West,1.41408562660217,,1.40687096173525,Other,Republican,Fayette,62,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Independent (No party),Landline,Landline only,Female,High school,No,,Caucasian/White,73,Caucasian/White,0.987917,High,Philadelphia Suburbs,1.27201080322266,,1.26432594995499,White,Republican,Montgomery,73,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline only,Female,High school,No,,Caucasian/White,78,Caucasian/White,0.583116,Middle,Southeast,1.14672982692719,,0.907703168342829,White,Democratic,Cumberland,78,Pennsylvania,October,Pennsylvania October,1,0,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Cell,Cell Phone only,Female,Graduate or Professional degree,No,,Caucasian/White,37,Caucasian/White,0.739193,Middle,Philadelphia,0.688591718673706,,0.598796948487639,Unknown,Democratic,Philadelphia,37,Pennsylvania,October,Pennsylvania October,1,0,0
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,Graduate or Professional degree,No,,Caucasian/White,57,Caucasian/White,0.991747,High,Philadelphia Suburbs,1.16510462760925,,1.16029682336342,White,Republican,Chester,57,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Very likely,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,Graduate or Professional degree,No,,Caucasian/White,61,Caucasian/White,0.991747,High,West,1.02006375789642,,1.01585446479946,White,Republican,Crawford,61,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Independent (No party),Landline,Landline and Cell Phone,Female,Graduate or Professional degree,No,,Caucasian/White,49,Caucasian/White,0.946802,High,Central,0.920438945293427,,0.895956189787567,White,Democratic,Blair,49,Pennsylvania,October,Pennsylvania October,1,0,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,Graduate or Professional degree,No,,Caucasian/White,52,Caucasian/White,0.990477,High,Central,0.920438945293427,,0.916056275255412,White,Democratic,Clearfield,52,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,Graduate or Professional degree,No,,Caucasian/White,66,Caucasian/White,0.983639,High,Northeast,1.03519904613495,,1.02673060033804,White,Democratic,Wayne,66,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline only,Female,High school,No,,Caucasian/White,84,Caucasian/White,0.64029,Middle,West,1.1345100402832,,0.930462736988068,White,Democratic,Crawford,84,Pennsylvania,October,Pennsylvania October,1,0,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Independent (No party),Cell,Cell Phone only,Female,High school,No,,Caucasian/White,18,Caucasian/White,0.673082,Middle,Southeast,0.965455234050751,,0.807642886948049,White,Other,Cumberland,18,Pennsylvania,October,Pennsylvania October,1,0,0
[DO NOT READ] Don't know/No opinion,[DO NOT READ] Don't know/No opinion,[DO NOT READ] Don't know/No opinion,"Gary Johnson, the Libertarian","Pat Toomey, the Republican",,Very likely,Nine,Republican,Cell,Cell Phone only,Female,Graduate or Professional degree,No,,Caucasian/White,29,Caucasian/White,0.374273,Low,Southeast,0.858578383922577,,0.589960545704216,White,Republican,Lehigh,29,Pennsylvania,October,Pennsylvania October,1,0,0
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,44,Caucasian/White,0.704598,Middle,Southeast,1.19188892841339,,1.0158457417978,Unknown,Democratic,York,44,Pennsylvania,October,Pennsylvania October,1,0,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,High school,No,,Caucasian/White,63,Caucasian/White,0.989333,High,Central,0.906900465488434,,0.902063511855751,White,Republican,Cambria,63,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Very likely,Ten (definitely will vote),Democrat,Landline,Landline only,Female,High school,No,,Caucasian/White,86,Caucasian/White,0.427037,Low,West,1.00261807441711,,0.715386544530988,White,Democratic,Mercer,86,Pennsylvania,October,Pennsylvania October,0,0,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,Bachelors' degree,No,,Caucasian/White,64,Caucasian/White,0.947258,High,Philadelphia Suburbs,1.20790565013885,,1.17605197023904,Unknown,Republican,Chester,64,Pennsylvania,October,Pennsylvania October,1,0,1
Unfavorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Not very likely,Five,or as a member of another political party,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,47,Caucasian/White,0.268633,Low,Philadelphia,0.536278247833252,,0.072031017275095,White,Democratic,Philadelphia,47,Pennsylvania,October,Pennsylvania October,0,0,0
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Pat Toomey, the Republican",,Very likely,Eight,Republican,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,20,Caucasian/White,0.823408,Middle,Philadelphia Suburbs,1.09784018993378,,0.451985197556496,White,Republican,Montgomery,20,Pennsylvania,October,Pennsylvania October,1,0,0
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,Bachelors' degree,No,,Caucasian/White,49,Caucasian/White,0.98699,High,Philadelphia Suburbs,1.18249619007111,,1.17480405235469,White,Democratic,Montgomery,49,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Very likely,Ten (definitely will vote),Republican,Landline,Landline and Cell Phone,Female,High school,No,,Caucasian/White,72,Caucasian/White,0.988509,High,Central,1.02648758888245,,1.02058990444052,Unknown,Republican,Centre,72,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat",[DO NOT READ] Don't know/No opinion,"Katie McGinty, the Democrat",,Very likely,Five,or as a member of another political party,Landline,Landline and Cell Phone,Female,High school,No,,Caucasian/White,0,Caucasian/White,0.901986,High,Philadelphia Suburbs,1.1578254699707,,0.522171182178497,White,Other,Montgomery,51,Pennsylvania,October,Pennsylvania October,1,0,1
Unfavorable,Unfavorable,[DO NOT READ] Don't know/No opinion,"Gary Johnson, the Libertarian","Pat Toomey, the Republican",,Very likely,Ten (definitely will vote),Independent (No party),Cell,Cell Phone only,Female,Graduate or Professional degree,No,,Caucasian/White,30,Caucasian/White,0.467349,Low,West,0.984208941459656,,0.722089003020942,White,Other,Erie,30,Pennsylvania,October,Pennsylvania October,1,0,0
Unfavorable,Unfavorable,[DO NOT READ] Don't know/No opinion,"Gary Johnson, the Libertarian",[DO NOT READ] Don't know/No opinion,,Almost certain,Ten (definitely will vote),Democrat,Cell,Cell Phone only,Female,Graduate or Professional degree,No,,Caucasian/White,47,Caucasian/White,0.934925,High,West,1.03529047966003,,1.0016047156781,White,Democratic,Erie,47,Pennsylvania,October,Pennsylvania October,1,0,1
Favorable,[DO NOT READ] Don't know/No opinion,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Very likely,Ten (definitely will vote),Democrat,Landline,Landline only,Female,High school,No,,Caucasian/White,91,Caucasian/White,0.844382,Middle,Northeast,1.03907096385956,,0.95822189123261,White,Democratic,Wayne,91,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Unfavorable,[DO NOT READ] Don't know/No opinion,[DO NOT READ] Won't vote,"Pat Toomey, the Republican",,Almost certain,[DO NOT READ] Don't know/No opinion,Republican,Landline,Landline only,Female,High school,No,,Caucasian/White,85,Caucasian/White,0.604567,Middle,Southeast,1.1298645734787,,0.341539417797148,White,Republican,Dauphin,85,Pennsylvania,October,Pennsylvania October,0,0,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,62,Caucasian/White,0.988018,High,West,1.03529047966003,,1.02908805439639,White,Democratic,Greene,62,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Gary Johnson, the Libertarian",[DO NOT READ] Won't vote,,Almost certain,Ten (definitely will vote),Independent (No party),Landline,Landline and Cell Phone,Female,Bachelors' degree,No,,Caucasian/White,52,Caucasian/White,0.767691,Middle,Northeast,0.931886494159698,,0.823643684373826,White,Other,Luzerne,52,Pennsylvania,October,Pennsylvania October,1,0,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat",[DO NOT READ] Don't know/No opinion,,Very likely,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,0,Caucasian/White,0.774968,Middle,Philadelphia,0.629113912582397,,0.558328531594276,Unknown,Democratic,Philadelphia,57,Pennsylvania,October,Pennsylvania October,1,0,1
Unfavorable,Favorable,"Donald Trump, the Republican","Donald Trump, the Republican","Pat Toomey, the Republican",,Almost certain,Ten (definitely will vote),Republican,Cell,Cell Phone only,Female,Some college or trade school,No,,Caucasian/White,61,Caucasian/White,0.988233,High,Philadelphia Suburbs,1.16510462760925,,1.15824973453271,White,Republican,Bucks,61,Pennsylvania,October,Pennsylvania October,1,1,1
Favorable,Unfavorable,"Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Katie McGinty, the Democrat",,Almost certain,Ten (definitely will vote),Democrat,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,60,Caucasian/White,0.99032,High,West,1.03529047966003,,1.03027967373848,White,Democratic,Allegheny,60,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Unfavorable,[DO NOT READ] Won't vote,[DO NOT READ] Won't vote,"Pat Toomey, the Republican",,Not very likely,One (definitely will NOT vote),Republican,Landline,Landline and Cell Phone,Female,Graduate or Professional degree,No,,Caucasian/White,46,Caucasian/White,0.842606,Middle,Northeast,0.937743961811066,,0.395074344342887,White,Republican,Lycoming,46,Pennsylvania,October,Pennsylvania October,0,0,1
[DO NOT READ] Don't know/No opinion,[DO NOT READ] Don't know/No opinion,"Donald Trump, the Republican","Donald Trump, the Republican",[DO NOT READ] Don't know/No opinion,,Almost certain,Five,Republican,Landline,Landline only,Female,Some college or trade school,No,,Caucasian/White,62,Caucasian/White,0.974914,High,Northeast,0.934250891208649,,0.455407136675894,White,Republican,Northumberland,62,Pennsylvania,October,Pennsylvania October,1,1,1
Unfavorable,Favorable,"Donald Trump, the Republican","Gary Johnson, the Libertarian",[DO NOT READ] Don't know/No opinion,,Almost certain,Nine,Republican,Landline,Landline and Cell Phone,Female,Some college or trade school,No,,Caucasian/White,50,Caucasian/White,0.743638,Middle,Northeast,0.937743961811066,,0.817543003042161,White,Republican,Luzerne,50,Pennsylvania,October,Pennsylvania October,1,0,1
